location_id,ihme_loc_id,lambda,omega,zeta,scale,amp,complete
508,CHN_508,.30000001,2,.99000001,7,regional,0
509,CHN_509,.30000001,2,.99000001,7,regional,0
510,CHN_510,.30000001,2,.99000001,7,regional,0
511,CHN_511,.30000001,2,.99000001,7,regional,0
512,CHN_512,.30000001,2,.99000001,7,regional,0
513,CHN_513,.30000001,2,.99000001,7,regional,0
514,CHN_514,.30000001,2,.99000001,7,regional,0
515,CHN_515,.30000001,2,.99000001,7,regional,0
516,CHN_516,.30000001,2,.99000001,7,regional,0
517,CHN_517,.30000001,2,.99000001,7,regional,0
518,CHN_518,.30000001,2,.99000001,7,regional,0
519,CHN_519,.30000001,2,.99000001,7,regional,0
520,CHN_520,.30000001,2,.99000001,7,regional,0
521,CHN_521,.1,2,.99000001,5,regional,1
320,COK,.30000001,2,.99000001,7,regional,0
125,COL,.1,2,.99000001,5,regional,1
126,CRI,.1,5,.99000001,5,regional,1
109,CUB,.1,2,.99000001,5,regional,1
77,CYP,.30000001,5,.99000001,7,regional,0
47,CZE,.1,5,.99000001,5,regional,1
81,DEU,.1,2,.99000001,5,regional,1
110,DMA,.1,5,.99000001,5,regional,1
78,DNK,.1,2,.99000001,5,regional,1
122,ECU,.1,2,.99000001,5,regional,1
92,ESP,.1,2,.99000001,5,regional,1
58,EST,.1,2,.99000001,5,regional,1
44859,ETH_44859,.30000001,2,.99000001,7,regional,0
79,FIN,.1,5,.99000001,5,regional,1
22,FJI,.30000001,5,.99000001,7,regional,0
80,FRA,.1,2,.99000001,5,regional,1
433,GBR_433,.1,2,.99000001,5,regional,1
434,GBR_434,.1,2,.99000001,5,regional,1
44643,GBR_44643,.1,2,.99000001,5,regional,1
44644,GBR_44644,.1,2,.99000001,5,regional,1
44645,GBR_44645,.1,2,.99000001,5,regional,1
44646,GBR_44646,.1,2,.99000001,5,regional,1
44647,GBR_44647,.1,2,.99000001,5,regional,1
44648,GBR_44648,.1,2,.99000001,5,regional,1
44649,GBR_44649,.1,2,.99000001,5,regional,1
44650,GBR_44650,.1,2,.99000001,5,regional,1
44651,GBR_44651,.1,2,.99000001,5,regional,1
44652,GBR_44652,.1,2,.99000001,5,regional,1
44653,GBR_44653,.1,2,.99000001,5,regional,1
44654,GBR_44654,.1,2,.99000001,5,regional,1
44655,GBR_44655,.1,2,.99000001,5,regional,1
44656,GBR_44656,.1,2,.99000001,5,regional,1
44657,GBR_44657,.1,2,.99000001,5,regional,1
44658,GBR_44658,.1,2,.99000001,5,regional,1
44659,GBR_44659,.1,2,.99000001,5,regional,1
44660,GBR_44660,.1,2,.99000001,5,regional,1
44661,GBR_44661,.1,2,.99000001,5,regional,1
44662,GBR_44662,.1,2,.99000001,5,regional,1
44663,GBR_44663,.1,2,.99000001,5,regional,1
44664,GBR_44664,.1,2,.99000001,5,regional,1
44665,GBR_44665,.1,2,.99000001,5,regional,1
44666,GBR_44666,.1,2,.99000001,5,regional,1
44667,GBR_44667,.1,2,.99000001,5,regional,1
44668,GBR_44668,.1,2,.99000001,5,regional,1
44669,GBR_44669,.1,2,.99000001,5,regional,1
44670,GBR_44670,.1,2,.99000001,5,regional,1
44671,GBR_44671,.1,2,.99000001,5,regional,1
44672,GBR_44672,.1,2,.99000001,5,regional,1
44673,GBR_44673,.1,2,.99000001,5,regional,1
44674,GBR_44674,.1,2,.99000001,5,regional,1
44675,GBR_44675,.1,2,.99000001,5,regional,1
44676,GBR_44676,.1,2,.99000001,5,regional,1
44677,GBR_44677,.1,2,.99000001,5,regional,1
44678,GBR_44678,.1,2,.99000001,5,regional,1
44679,GBR_44679,.1,2,.99000001,5,regional,1
44680,GBR_44680,.1,2,.99000001,5,regional,1
44681,GBR_44681,.1,2,.99000001,5,regional,1
44682,GBR_44682,.1,2,.99000001,5,regional,1
44683,GBR_44683,.1,2,.99000001,5,regional,1
44684,GBR_44684,.1,2,.99000001,5,regional,1
44685,GBR_44685,.1,2,.99000001,5,regional,1
44686,GBR_44686,.1,2,.99000001,5,regional,1
44687,GBR_44687,.1,2,.99000001,5,regional,1
44688,GBR_44688,.1,2,.99000001,5,regional,1
44689,GBR_44689,.1,2,.99000001,5,regional,1
44690,GBR_44690,.1,2,.99000001,5,regional,1
44691,GBR_44691,.1,2,.99000001,5,regional,1
44692,GBR_44692,.1,2,.99000001,5,regional,1
44693,GBR_44693,.1,2,.99000001,5,regional,1
44694,GBR_44694,.1,2,.99000001,5,regional,1
44695,GBR_44695,.1,2,.99000001,5,regional,1
44696,GBR_44696,.1,2,.99000001,5,regional,1
44697,GBR_44697,.1,2,.99000001,5,regional,1
44698,GBR_44698,.1,2,.99000001,5,regional,1
44699,GBR_44699,.1,2,.99000001,5,regional,1
44700,GBR_44700,.1,2,.99000001,5,regional,1
44701,GBR_44701,.1,2,.99000001,5,regional,1
44702,GBR_44702,.1,2,.99000001,5,regional,1
44703,GBR_44703,.1,2,.99000001,5,regional,1
44704,GBR_44704,.1,2,.99000001,5,regional,1
44705,GBR_44705,.1,2,.99000001,5,regional,1
44706,GBR_44706,.1,2,.99000001,5,regional,1
44707,GBR_44707,.1,2,.99000001,5,regional,1
44708,GBR_44708,.1,2,.99000001,5,regional,1
44709,GBR_44709,.1,2,.99000001,5,regional,1
44710,GBR_44710,.1,2,.99000001,5,regional,1
44711,GBR_44711,.1,2,.99000001,5,regional,1
44712,GBR_44712,.1,2,.99000001,5,regional,1
44713,GBR_44713,.1,2,.99000001,5,regional,1
44714,GBR_44714,.1,2,.99000001,5,regional,1
44715,GBR_44715,.1,2,.99000001,5,regional,1
44716,GBR_44716,.1,2,.99000001,5,regional,1
44717,GBR_44717,.1,2,.99000001,5,regional,1
44718,GBR_44718,.1,2,.99000001,5,regional,1
44719,GBR_44719,.1,2,.99000001,5,regional,1
44720,GBR_44720,.1,2,.99000001,5,regional,1
44721,GBR_44721,.1,2,.99000001,5,regional,1
44722,GBR_44722,.1,2,.99000001,5,regional,1
44723,GBR_44723,.1,2,.99000001,5,regional,1
44724,GBR_44724,.1,2,.99000001,5,regional,1
44725,GBR_44725,.1,2,.99000001,5,regional,1
44726,GBR_44726,.1,2,.99000001,5,regional,1
44727,GBR_44727,.1,2,.99000001,5,regional,1
44728,GBR_44728,.1,2,.99000001,5,regional,1
44729,GBR_44729,.1,2,.99000001,5,regional,1
44730,GBR_44730,.1,2,.99000001,5,regional,1
44731,GBR_44731,.1,2,.99000001,5,regional,1
44732,GBR_44732,.1,2,.99000001,5,regional,1
44733,GBR_44733,.1,2,.99000001,5,regional,1
44734,GBR_44734,.1,2,.99000001,5,regional,1
44735,GBR_44735,.1,2,.99000001,5,regional,1
44736,GBR_44736,.1,2,.99000001,5,regional,1
44737,GBR_44737,.1,2,.99000001,5,regional,1
44738,GBR_44738,.1,2,.99000001,5,regional,1
44739,GBR_44739,.1,2,.99000001,5,regional,1
44740,GBR_44740,.1,2,.99000001,5,regional,1
44741,GBR_44741,.1,2,.99000001,5,regional,1
44742,GBR_44742,.1,2,.99000001,5,regional,1
44743,GBR_44743,.1,2,.99000001,5,regional,1
44744,GBR_44744,.1,2,.99000001,5,regional,1
44745,GBR_44745,.1,2,.99000001,5,regional,1
44746,GBR_44746,.1,2,.99000001,5,regional,1
44747,GBR_44747,.1,2,.99000001,5,regional,1
44748,GBR_44748,.1,2,.99000001,5,regional,1
44749,GBR_44749,.1,2,.99000001,5,regional,1
44750,GBR_44750,.1,2,.99000001,5,regional,1
44751,GBR_44751,.1,2,.99000001,5,regional,1
44752,GBR_44752,.1,2,.99000001,5,regional,1
44753,GBR_44753,.1,2,.99000001,5,regional,1
44754,GBR_44754,.1,2,.99000001,5,regional,1
44755,GBR_44755,.1,2,.99000001,5,regional,1
44756,GBR_44756,.1,2,.99000001,5,regional,1
44757,GBR_44757,.1,2,.99000001,5,regional,1
44758,GBR_44758,.1,2,.99000001,5,regional,1
44759,GBR_44759,.1,2,.99000001,5,regional,1
44760,GBR_44760,.1,2,.99000001,5,regional,1
44761,GBR_44761,.1,2,.99000001,5,regional,1
44762,GBR_44762,.1,2,.99000001,5,regional,1
44763,GBR_44763,.1,2,.99000001,5,regional,1
44764,GBR_44764,.1,2,.99000001,5,regional,1
44765,GBR_44765,.1,2,.99000001,5,regional,1
44766,GBR_44766,.1,2,.99000001,5,regional,1
44767,GBR_44767,.1,2,.99000001,5,regional,1
44768,GBR_44768,.1,2,.99000001,5,regional,1
44769,GBR_44769,.1,2,.99000001,5,regional,1
44770,GBR_44770,.1,2,.99000001,5,regional,1
44771,GBR_44771,.1,2,.99000001,5,regional,1
44772,GBR_44772,.1,2,.99000001,5,regional,1
44773,GBR_44773,.1,2,.99000001,5,regional,1
44774,GBR_44774,.1,2,.99000001,5,regional,1
44775,GBR_44775,.1,2,.99000001,5,regional,1
44776,GBR_44776,.1,2,.99000001,5,regional,1
44777,GBR_44777,.1,2,.99000001,5,regional,1
44778,GBR_44778,.1,2,.99000001,5,regional,1
44779,GBR_44779,.1,2,.99000001,5,regional,1
44780,GBR_44780,.1,2,.99000001,5,regional,1
44781,GBR_44781,.1,2,.99000001,5,regional,1
44782,GBR_44782,.1,2,.99000001,5,regional,1
44783,GBR_44783,.1,2,.99000001,5,regional,1
44784,GBR_44784,.1,2,.99000001,5,regional,1
44785,GBR_44785,.1,2,.99000001,5,regional,1
44786,GBR_44786,.1,2,.99000001,5,regional,1
44787,GBR_44787,.1,2,.99000001,5,regional,1
44788,GBR_44788,.1,2,.99000001,5,regional,1
44789,GBR_44789,.1,2,.99000001,5,regional,1
44790,GBR_44790,.1,2,.99000001,5,regional,1
44791,GBR_44791,.1,2,.99000001,5,regional,1
44792,GBR_44792,.1,2,.99000001,5,regional,1
4636,GBR_4636,.1,2,.99000001,5,regional,1
35,GEO,.1,2,.99000001,5,regional,1
82,GRC,.1,5,.99000001,5,regional,1
112,GRD,.1,5,.99000001,5,regional,1
349,GRL,.30000001,5,.99000001,7,regional,0
128,GTM,.1,5,.99000001,5,regional,1
351,GUM,.30000001,5,.99000001,7,regional,0
113,GUY,.1,2,.99000001,5,regional,1
129,HND,.30000001,2,.99000001,7,regional,0
46,HRV,.1,2,.99000001,5,regional,1
48,HUN,.1,5,.99000001,5,regional,1
4709,IDN_4709,.30000001,2,.99000001,7,regional,0
4710,IDN_4710,.30000001,2,.99000001,7,regional,0
4711,IDN_4711,.30000001,2,.99000001,7,regional,0
4712,IDN_4712,.30000001,2,.99000001,7,regional,0
4713,IDN_4713,.30000001,2,.99000001,7,regional,0
4714,IDN_4714,.30000001,2,.99000001,7,regional,0
4716,IDN_4716,.30000001,2,.99000001,7,regional,0
4717,IDN_4717,.30000001,2,.99000001,7,regional,0
4718,IDN_4718,.30000001,2,.99000001,7,regional,0
4719,IDN_4719,.30000001,2,.99000001,7,regional,0
4720,IDN_4720,.30000001,2,.99000001,7,regional,0
4721,IDN_4721,.30000001,2,.99000001,7,regional,0
4722,IDN_4722,.30000001,2,.99000001,7,regional,0
4723,IDN_4723,.30000001,2,.99000001,7,regional,0
4724,IDN_4724,.30000001,2,.99000001,7,regional,0
4725,IDN_4725,.30000001,2,.99000001,7,regional,0
4726,IDN_4726,.30000001,2,.99000001,7,regional,0
4727,IDN_4727,.30000001,2,.99000001,7,regional,0
4728,IDN_4728,.30000001,2,.99000001,7,regional,0
4729,IDN_4729,.30000001,2,.99000001,7,regional,0
4730,IDN_4730,.30000001,2,.99000001,7,regional,0
4731,IDN_4731,.30000001,2,.99000001,7,regional,0
4732,IDN_4732,.30000001,2,.99000001,7,regional,0
4733,IDN_4733,.30000001,2,.99000001,7,regional,0
4734,IDN_4734,.30000001,2,.99000001,7,regional,0
4735,IDN_4735,.30000001,2,.99000001,7,regional,0
4736,IDN_4736,.30000001,2,.99000001,7,regional,0
4737,IDN_4737,.30000001,2,.99000001,7,regional,0
4738,IDN_4738,.30000001,2,.99000001,7,regional,0
4742,IDN_4742,.30000001,2,.99000001,7,regional,0
43872,IND_43872,.30000001,2,.99000001,7,regional,0
43873,IND_43873,.30000001,2,.99000001,7,regional,0
43874,IND_43874,.30000001,2,.99000001,7,regional,0
43875,IND_43875,.30000001,2,.99000001,7,regional,0
43877,IND_43877,.30000001,2,.99000001,7,regional,0
43880,IND_43880,.30000001,2,.99000001,7,regional,0
43881,IND_43881,.30000001,2,.99000001,7,regional,0
43882,IND_43882,.30000001,2,.99000001,7,regional,0
43883,IND_43883,.30000001,2,.99000001,7,regional,0
43884,IND_43884,.30000001,2,.99000001,7,regional,0
43885,IND_43885,.30000001,2,.99000001,7,regional,0
43886,IND_43886,.30000001,2,.99000001,7,regional,0
43887,IND_43887,.30000001,2,.99000001,7,regional,0
43888,IND_43888,.30000001,2,.99000001,7,regional,0
43890,IND_43890,.30000001,2,.99000001,7,regional,0
43891,IND_43891,.30000001,2,.99000001,7,regional,0
43892,IND_43892,.30000001,2,.99000001,7,regional,0
43893,IND_43893,.30000001,2,.99000001,7,regional,0
43894,IND_43894,.30000001,2,.99000001,7,regional,0
43895,IND_43895,.30000001,2,.99000001,7,regional,0
43896,IND_43896,.30000001,2,.99000001,7,regional,0
43898,IND_43898,.30000001,2,.99000001,7,regional,0
43899,IND_43899,.30000001,2,.99000001,7,regional,0
43900,IND_43900,.30000001,2,.99000001,7,regional,0
43901,IND_43901,.30000001,2,.99000001,7,regional,0
43902,IND_43902,.30000001,2,.99000001,7,regional,0
43903,IND_43903,.30000001,2,.99000001,7,regional,0
43904,IND_43904,.30000001,2,.99000001,7,regional,0
43905,IND_43905,.30000001,2,.99000001,7,regional,0
43906,IND_43906,.30000001,2,.99000001,7,regional,0
43908,IND_43908,.30000001,2,.99000001,7,regional,0
43909,IND_43909,.30000001,2,.99000001,7,regional,0
43910,IND_43910,.30000001,2,.99000001,7,regional,0
43911,IND_43911,.30000001,2,.99000001,7,regional,0
43913,IND_43913,.30000001,2,.99000001,7,regional,0
43916,IND_43916,.30000001,2,.99000001,7,regional,0
43917,IND_43917,.30000001,2,.99000001,7,regional,0
43918,IND_43918,.30000001,2,.99000001,7,regional,0
43919,IND_43919,.30000001,2,.99000001,7,regional,0
43920,IND_43920,.30000001,2,.99000001,7,regional,0
43921,IND_43921,.30000001,2,.99000001,7,regional,0
43922,IND_43922,.30000001,2,.99000001,7,regional,0
43923,IND_43923,.30000001,2,.99000001,7,regional,0
43924,IND_43924,.30000001,2,.99000001,7,regional,0
43926,IND_43926,.30000001,2,.99000001,7,regional,0
43927,IND_43927,.30000001,2,.99000001,7,regional,0
43928,IND_43928,.30000001,2,.99000001,7,regional,0
43929,IND_43929,.30000001,2,.99000001,7,regional,0
43930,IND_43930,.30000001,2,.99000001,7,regional,0
43931,IND_43931,.30000001,2,.99000001,7,regional,0
43932,IND_43932,.30000001,2,.99000001,7,regional,0
43934,IND_43934,.30000001,2,.99000001,7,regional,0
43935,IND_43935,.30000001,2,.99000001,7,regional,0
43936,IND_43936,.30000001,2,.99000001,7,regional,0
43937,IND_43937,.30000001,2,.99000001,7,regional,0
43938,IND_43938,.30000001,2,.99000001,7,regional,0
43939,IND_43939,.30000001,2,.99000001,7,regional,0
43940,IND_43940,.30000001,2,.99000001,7,regional,0
43941,IND_43941,.30000001,2,.99000001,7,regional,0
43942,IND_43942,.30000001,2,.99000001,7,regional,0
44539,IND_44539,.30000001,2,.99000001,7,regional,0
44540,IND_44540,.30000001,2,.99000001,7,regional,0
84,IRL,.1,2,.99000001,5,regional,1
44864,IRN_44864,.30000001,2,.99000001,7,regional,0
44865,IRN_44865,.30000001,2,.99000001,7,regional,0
44866,IRN_44866,.30000001,2,.99000001,7,regional,0
44867,IRN_44867,.30000001,2,.99000001,7,regional,0
44868,IRN_44868,.30000001,2,.99000001,7,regional,0
44869,IRN_44869,.30000001,2,.99000001,7,regional,0
44870,IRN_44870,.30000001,2,.99000001,7,regional,0
44871,IRN_44871,.30000001,2,.99000001,7,regional,0
44872,IRN_44872,.30000001,2,.99000001,7,regional,0
44873,IRN_44873,.30000001,2,.99000001,7,regional,0
44874,IRN_44874,.30000001,2,.99000001,7,regional,0
44875,IRN_44875,.30000001,2,.99000001,7,regional,0
44876,IRN_44876,.30000001,2,.99000001,7,regional,0
44877,IRN_44877,.30000001,2,.99000001,7,regional,0
44878,IRN_44878,.30000001,2,.99000001,7,regional,0
44879,IRN_44879,.30000001,2,.99000001,7,regional,0
44880,IRN_44880,.30000001,2,.99000001,7,regional,0
44881,IRN_44881,.30000001,2,.99000001,7,regional,0
44882,IRN_44882,.30000001,2,.99000001,7,regional,0
44883,IRN_44883,.30000001,2,.99000001,7,regional,0
44884,IRN_44884,.30000001,2,.99000001,7,regional,0
44885,IRN_44885,.30000001,2,.99000001,7,regional,0
44886,IRN_44886,.30000001,2,.99000001,7,regional,0
44887,IRN_44887,.30000001,2,.99000001,7,regional,0
44888,IRN_44888,.30000001,2,.99000001,7,regional,0
44889,IRN_44889,.30000001,2,.99000001,7,regional,0
44890,IRN_44890,.30000001,2,.99000001,7,regional,0
44891,IRN_44891,.30000001,2,.99000001,7,regional,0
44892,IRN_44892,.30000001,2,.99000001,7,regional,0
44893,IRN_44893,.30000001,2,.99000001,7,regional,0
44894,IRN_44894,.30000001,2,.99000001,7,regional,0
143,IRQ,.30000001,2,.99000001,7,regional,0
83,ISL,.1,5,.99000001,5,regional,1
85,ISR,.1,2,.99000001,5,regional,1
35494,ITA_35494,.1,2,.99000001,5,regional,1
35495,ITA_35495,.1,2,.99000001,5,regional,1
35496,ITA_35496,.1,2,.99000001,5,regional,1
35497,ITA_35497,.1,2,.99000001,5,regional,1
35498,ITA_35498,.1,2,.99000001,5,regional,1
35499,ITA_35499,.1,2,.99000001,5,regional,1
35500,ITA_35500,.1,2,.99000001,5,regional,1
35501,ITA_35501,.1,2,.99000001,5,regional,1
35502,ITA_35502,.1,2,.99000001,5,regional,1
35503,ITA_35503,.1,2,.99000001,5,regional,1
35504,ITA_35504,.1,2,.99000001,5,regional,1
35505,ITA_35505,.1,2,.99000001,5,regional,1
35506,ITA_35506,.1,2,.99000001,5,regional,1
35507,ITA_35507,.1,2,.99000001,5,regional,1
35508,ITA_35508,.1,2,.99000001,5,regional,1
35509,ITA_35509,.1,2,.99000001,5,regional,1
35510,ITA_35510,.1,2,.99000001,5,regional,1
35511,ITA_35511,.1,2,.99000001,5,regional,1
35512,ITA_35512,.1,2,.99000001,5,regional,1
35513,ITA_35513,.1,2,.99000001,5,regional,1
35514,ITA_35514,.1,2,.99000001,5,regional,1
115,JAM,.1,2,.99000001,5,regional,1
144,JOR,.30000001,2,.99000001,7,regional,0
35424,JPN_35424,.1,2,.99000001,5,regional,1
35425,JPN_35425,.1,2,.99000001,5,regional,1
35426,JPN_35426,.1,2,.99000001,5,regional,1
35427,JPN_35427,.1,2,.99000001,5,regional,1
35428,JPN_35428,.1,2,.99000001,5,regional,1
35429,JPN_35429,.1,2,.99000001,5,regional,1
35430,JPN_35430,.1,2,.99000001,5,regional,1
35431,JPN_35431,.1,2,.99000001,5,regional,1
35432,JPN_35432,.1,2,.99000001,5,regional,1
35433,JPN_35433,.1,2,.99000001,5,regional,1
35434,JPN_35434,.1,2,.99000001,5,regional,1
35435,JPN_35435,.1,2,.99000001,5,regional,1
35436,JPN_35436,.1,2,.99000001,5,regional,1
35437,JPN_35437,.1,2,.99000001,5,regional,1
35438,JPN_35438,.1,2,.99000001,5,regional,1
35439,JPN_35439,.1,2,.99000001,5,regional,1
35440,JPN_35440,.1,2,.99000001,5,regional,1
35441,JPN_35441,.1,2,.99000001,5,regional,1
35442,JPN_35442,.1,2,.99000001,5,regional,1
35443,JPN_35443,.1,2,.99000001,5,regional,1
35444,JPN_35444,.1,2,.99000001,5,regional,1
35445,JPN_35445,.1,2,.99000001,5,regional,1
35446,JPN_35446,.1,2,.99000001,5,regional,1
35447,JPN_35447,.1,2,.99000001,5,regional,1
35448,JPN_35448,.1,2,.99000001,5,regional,1
35449,JPN_35449,.1,2,.99000001,5,regional,1
35450,JPN_35450,.1,2,.99000001,5,regional,1
35451,JPN_35451,.1,2,.99000001,5,regional,1
35452,JPN_35452,.1,2,.99000001,5,regional,1
35453,JPN_35453,.1,2,.99000001,5,regional,1
35454,JPN_35454,.1,2,.99000001,5,regional,1
35455,JPN_35455,.1,2,.99000001,5,regional,1
35456,JPN_35456,.1,2,.99000001,5,regional,1
35457,JPN_35457,.1,2,.99000001,5,regional,1
35458,JPN_35458,.1,2,.99000001,5,regional,1
35459,JPN_35459,.1,2,.99000001,5,regional,1
35460,JPN_35460,.1,2,.99000001,5,regional,1
35461,JPN_35461,.1,2,.99000001,5,regional,1
35462,JPN_35462,.1,2,.99000001,5,regional,1
35463,JPN_35463,.1,2,.99000001,5,regional,1
35464,JPN_35464,.1,2,.99000001,5,regional,1
35465,JPN_35465,.1,2,.99000001,5,regional,1
35466,JPN_35466,.1,2,.99000001,5,regional,1
35467,JPN_35467,.1,2,.99000001,5,regional,1
35468,JPN_35468,.1,2,.99000001,5,regional,1
35469,JPN_35469,.1,2,.99000001,5,regional,1
35470,JPN_35470,.1,2,.99000001,5,regional,1
36,KAZ,.1,2,.99000001,5,regional,1
37,KGZ,.1,5,.99000001,5,regional,1
23,KIR,.30000001,5,.99000001,7,regional,0
393,KNA,.30000001,2,.99000001,7,regional,0
68,KOR,.1,5,.99000001,5,regional,1
145,KWT,.1,2,.99000001,5,regional,1
116,LCA,.1,5,.99000001,5,regional,1
17,LKA,.30000001,2,.99000001,7,regional,0
60,LTU,.1,2,.99000001,5,regional,1
87,LUX,.1,5,.99000001,5,regional,1
59,LVA,.1,5,.99000001,5,regional,1
367,MCO,.30000001,2,.99000001,7,regional,0
61,MDA,.1,5,.99000001,5,regional,1
14,MDV,.30000001,2,.99000001,7,regional,0
4643,MEX_4643,.1,2,.99000001,5,regional,1
4644,MEX_4644,.1,2,.99000001,5,regional,1
4645,MEX_4645,.1,2,.99000001,5,regional,1
4646,MEX_4646,.1,2,.99000001,5,regional,1
4647,MEX_4647,.1,2,.99000001,5,regional,1
4648,MEX_4648,.1,5,.99000001,5,regional,1
4649,MEX_4649,.1,2,.99000001,5,regional,1
4650,MEX_4650,.1,2,.99000001,5,regional,1
4651,MEX_4651,.1,2,.99000001,5,regional,1
4652,MEX_4652,.1,2,.99000001,5,regional,1
4653,MEX_4653,.1,2,.99000001,5,regional,1
4654,MEX_4654,.1,2,.99000001,5,regional,1
4655,MEX_4655,.1,2,.99000001,5,regional,1
4656,MEX_4656,.1,2,.99000001,5,regional,1
4657,MEX_4657,.1,2,.99000001,5,regional,1
4658,MEX_4658,.1,2,.99000001,5,regional,1
4659,MEX_4659,.1,2,.99000001,5,regional,1
4660,MEX_4660,.1,2,.99000001,5,regional,1
4661,MEX_4661,.1,2,.99000001,5,regional,1
4662,MEX_4662,.1,2,.99000001,5,regional,1
4663,MEX_4663,.1,2,.99000001,5,regional,1
4664,MEX_4664,.1,2,.99000001,5,regional,1
4665,MEX_4665,.1,2,.99000001,5,regional,1
4666,MEX_4666,.1,2,.99000001,5,regional,1
4667,MEX_4667,.1,2,.99000001,5,regional,1
4668,MEX_4668,.1,2,.99000001,5,regional,1
4669,MEX_4669,.1,2,.99000001,5,regional,1
4670,MEX_4670,.1,2,.99000001,5,regional,1
4671,MEX_4671,.1,2,.99000001,5,regional,1
4672,MEX_4672,.1,2,.99000001,5,regional,1
4673,MEX_4673,.1,2,.99000001,5,regional,1
4674,MEX_4674,.1,2,.99000001,5,regional,1
49,MKD,.30000001,2,.99000001,7,regional,0
88,MLT,.1,5,.99000001,5,regional,1
50,MNE,.30000001,2,.99000001,7,regional,0
38,MNG,.30000001,2,.99000001,7,regional,0
376,MNP,.30000001,2,.99000001,7,regional,0
183,MUS,.1,5,.99000001,5,regional,1
13,MYS,.30000001,2,.99000001,7,regional,0
131,NIC,.30000001,2,.99000001,7,regional,0
89,NLD,.1,5,.99000001,5,regional,1
4910,NOR_4910,.1,2,.99000001,5,regional,1
4920,NOR_4920,.1,2,.99000001,5,regional,1
4923,NOR_4923,.1,2,.99000001,5,regional,1
4926,NOR_4926,.1,2,.99000001,5,regional,1
53432,NOR_53432,.1,2,.99000001,5,regional,1
