study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,study_id2,e_mean,se,mean_logit,sd_logit,in_var
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.86,0.81,0.89,0,0,,16,19,infection,17.5,17.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.76,0.0204081632653061,1.15267950993839,0.111886860007161,0.7
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.77,0.67,0.84,0,0,,20,23,infection,21.5,21.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.67,0.0433673469387755,0.708185057924486,0.196143586335484,0.480196038399025
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.83,0.79,0.86,0,0,,24,27,infection,25.5,25.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.73,0.0178571428571428,0.994622575144062,0.0905994056678988,0.748331477354789
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.8,0.76,0.84,0,0,,28,31,infection,29.5,29.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.7,0.0204081632653061,0.847297860387203,0.097181729834791,0.7
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.7,0.66,0.74,0,0,,0,1,infection,0.5,0.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.6,0.0204081632653061,0.405465108108164,0.0850340136054422,0.7
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.92,0.9,0.93,0,0,,2,3,infection,2.5,2.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.82,0.0076530612244898,1.51634748936809,0.0518500082960014,1.14309521329882
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.9,0.89,0.91,0,0,,4,7,infection,5.5,5.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.8,0.00510204081632654,1.38629436111989,0.0318877551020409,1.4
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.88,0.87,0.89,0,0,,8,11,infection,9.5,9.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.78,0.00510204081632654,1.26566637333128,0.0297321725893155,1.4
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.85,0.84,0.86,0,0,,12,15,infection,13.5,13.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.75,0.00510204081632654,1.09861228866811,0.0272108843537415,1.4
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.89,0.87,0.9,0,0,,16,19,infection,17.5,17.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.79,0.0076530612244898,1.3249254147436,0.0461305679595528,1.14309521329882
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.92,0.89,0.94,0,0,,20,23,infection,21.5,21.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.82,0.0127551020408163,1.51634748936809,0.0864166804933354,0.885437744847147
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.76,0.57,0.87,0,0,,24,27,infection,25.5,25.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.66,0.076530612244898,0.663294217410264,0.341045509112736,0.361478445646026
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.76,0.48,0.88,0,0,,28,31,infection,29.5,29.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.66,0.102040816326531,0.663294217410264,0.454727345483648,0.313049516849971
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.81,0.68,0.89,0,0,,2,10,infection,6,6,520&UK delta&B.1.617.2&infection&25&65,0.71,0.0535714285714286,0.895384047054841,0.260181780337196,0.432049379893857
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.65,0.56,0.73,0,0,,11,19,infection,15,15,520&UK delta&B.1.617.2&infection&25&65,0.55,0.0433673469387755,0.200670695462151,0.175221603793032,0.480196038399025
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.67,0.58,0.75,0,0,,20,27,infection,23.5,23.5,520&UK delta&B.1.617.2&infection&25&65,0.57,0.0433673469387755,0.281851152140988,0.176937360011324,0.480196038399025
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.43,0.17,0.61,0,0,,28,35,infection,31.5,31.5,520&UK delta&B.1.617.2&infection&25&65,0.33,0.112244897959184,-0.708185057924486,0.507665752868312,0.298481002897855
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.85,0.71,0.92,0,0,,2,10,infection,6,6,520&UK delta&B.1.617.2&infection&25&65,0.75,0.0535714285714286,1.09861228866811,0.285714285714286,0.432049379893857
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.72,0.42,0.86,0,0,,11,19,infection,15,15,520&UK delta&B.1.617.2&infection&25&65,0.62,0.112244897959184,0.489548225318706,0.476421468417588,0.298481002897855
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.55,0.37,0.67,0,0,,20,27,infection,23.5,23.5,520&UK delta&B.1.617.2&infection&25&65,0.45,0.076530612244898,-0.200670695462151,0.309214594928881,0.361478445646026
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.58,0.4,0.71,0,0,,28,35,infection,31.5,31.5,520&UK delta&B.1.617.2&infection&25&65,0.48,0.0790816326530612,-0.0800427076735365,0.316833464154893,0.355600355600533
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,85,0.867,0.846,0.886,0,0,,0,4,infection,2,2,523&Denmark Delta&B.1.617.2&infection&12&85,0.767,0.0102040816326531,1.19144834780156,0.0570982291669403,0.989949493661166
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,85,0.809,0.79,0.826,0,0,,5,8,infection,6.5,6.5,523&Denmark Delta&B.1.617.2&infection&12&85,0.709,0.00918367346938773,0.890532259360635,0.0445120103790137,1.0434983894999
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,85,0.728,0.717,0.738,0,0,,9,12,infection,10.5,10.5,523&Denmark Delta&B.1.617.2&infection&12&85,0.628,0.00535714285714286,0.523646312195052,0.0229314039155831,1.36626010212795
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,85,0.538,0.529,0.546,0,0,,13,16,infection,14.5,14.5,523&Denmark Delta&B.1.617.2&infection&12&85,0.438,0.00433673469387756,-0.249282939517245,0.0176178305378604,1.51851320473059
531,Berec L,0,47,47,Czechia,Czech delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,65,0.75,0.746,0.755,0,0,,12,20,infection,16,16,531&Czech delta&B.1.617.2&infection&12&65,0.65,0.00229591836734694,0.619039208406224,0.0100919488674591,2.0869967789998
531,Berec L,0,47,47,Czechia,Czech delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,65,0.675,0.67,0.68,0,0,,21,28,infection,24.5,24.5,531&Czech delta&B.1.617.2&infection&12&65,0.575,0.00255102040816327,0.302280871872934,0.0104389581919725,1.97989898732233
531,Berec L,0,47,47,Czechia,Czech delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,65,0.535,0.525,0.55,0,0,,29,36,infection,32.5,32.5,531&Czech delta&B.1.617.2&infection&12&65,0.435,0.00637755102040817,-0.261479700057757,0.0259487377496009,1.25219806739988
533,Hogan A,0,95,95,United Kingdom,UK 2 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,10,60,0.619,0.609,0.628,0,0,,12,25,infection,18.5,18.5,533&UK 2 delta&B.1.617.2&infection&10&60,0.519,0.00484693877551021,0.0760366130601276,0.019415791504974,1.43636969291922
533,Hogan A,0,95,95,United Kingdom,UK 2 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,10,60,0.436,0.424,0.446,0,0,,26,34,infection,30,30,533&UK 2 delta&B.1.617.2&infection&10&60,0.336,0.00561224489795919,-0.68117098951323,0.0251552858664981,1.33484762494383
1003,Chiew C,0,69,69,Singapore,Singapore delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,18,0.78,0.7,0.84,0,0,,2,4,infection,3,3,1003&Singapore delta&B.1.617.2&infection&12&18,0.68,0.0357142857142857,0.75377180237638,0.164128151260504,0.529150262212918
1003,Chiew C,0,69,69,Singapore,Singapore delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,18,0.61,0.55,0.66,0,0,,5,9,infection,7,7,1003&Singapore delta&B.1.617.2&infection&12&18,0.51,0.0280612244897959,0.0400053346136992,0.112289813884738,0.596962005795709
1003,Chiew C,0,69,69,Singapore,Singapore delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,18,0.58,0.55,0.63,0,0,,10,13,infection,11.5,11.5,1003&Singapore delta&B.1.617.2&infection&12&18,0.48,0.0204081632653061,-0.0800427076735365,0.0817634746206175,0.7
1003,Chiew C,0,69,69,Singapore,Singapore delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,18,0.56,0.52,0.62,0,0,,14,17,infection,15.5,15.5,1003&Singapore delta&B.1.617.2&infection&12&18,0.46,0.0255102040816327,-0.160342650075179,0.102698084064544,0.626099033699941
1003,Chiew C,0,69,69,Singapore,Singapore delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,18,0.54,0.45,0.63,0,0,,18,22,infection,20,20,1003&Singapore delta&B.1.617.2&infection&12&18,0.44,0.0459183673469388,-0.241162056816888,0.186357010336602,0.466666666666667
537,Prunas O,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,16,0.75,0.71,0.79,0,0,,13,21,infection,17,17,537&Israel delta&B.1.617.2&infection&12&16,0.65,0.0204081632653061,0.619039208406224,0.0897062121551918,0.7
537,Prunas O,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,16,0.586,0.526,0.64,0,0,,22,26,infection,24,24,537&Israel delta&B.1.617.2&infection&12&16,0.486,0.0290816326530612,-0.0560146415546714,0.116417802169146,0.586395471608374
538,Petras M,0,47,47,Czechia,Czech delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,30,60,0.962,0.916,0.987,0,0,,0,3,infection,1.5,1.5,538&Czech delta&B.1.617.2&infection&30&60,0.862,0.0181122448979592,1.83200158550649,0.152260036466922,0.743042849407986
538,Petras M,0,47,47,Czechia,Czech delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,30,60,0.902,0.815,0.957,0,0,,4,7,infection,5.5,5.5,538&Czech delta&B.1.617.2&infection&30&60,0.802,0.0362244897959184,1.39884157717198,0.228119661678622,0.525410637528561
538,Petras M,0,47,47,Czechia,Czech delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,30,60,0.754,0.408,0.942,0,0,,8,13,infection,10.5,10.5,538&Czech delta&B.1.617.2&infection&30&60,0.654,0.136224489795918,0.636668576399475,0.602006725159173,0.270939549900664
538,Petras M,0,47,47,Czechia,Czech delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,30,60,0.65,0,0.966,0,0,,14,23,infection,18.5,18.5,538&Czech delta&B.1.617.2&infection&30&60,0.55,0.246428571428571,0.200670695462151,0.995670995670996,0.201444062074134
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,39,0.8,0.75,0.84,0,0,,6,13,infection,9.5,9.5,542&Israel delta&B.1.617.2&infection&16&39,0.7,0.0229591836734694,0.847297860387203,0.10932944606414,0.659966329107444
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,39,0.77,0.74,0.8,0,0,,10,17,infection,13.5,13.5,542&Israel delta&B.1.617.2&infection&16&39,0.67,0.0153061224489796,0.708185057924486,0.0692271481184062,0.808290376865476
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,39,0.7,0.68,0.73,0,0,,14,19,infection,16.5,16.5,542&Israel delta&B.1.617.2&infection&16&39,0.6,0.0127551020408163,0.405465108108164,0.0531462585034013,0.885437744847147
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,39,0.66,0.63,0.68,0,0,,17,22,infection,19.5,19.5,542&Israel delta&B.1.617.2&infection&16&39,0.56,0.0127551020408163,0.241162056816888,0.0517658362046118,0.885437744847146
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,39,0.62,0.59,0.65,0,0,,19,24,infection,21.5,21.5,542&Israel delta&B.1.617.2&infection&16&39,0.52,0.0153061224489796,0.0800427076735366,0.0613226059654632,0.808290376865476
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,39,0.52,0.48,0.57,0,0,,21,26,infection,23.5,23.5,542&Israel delta&B.1.617.2&infection&16&39,0.42,0.0229591836734694,-0.322773392263051,0.0942495224690861,0.659966329107444
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,39,0.55,0.5,0.6,0,0,,23,28,infection,25.5,25.5,542&Israel delta&B.1.617.2&infection&16&39,0.45,0.0255102040816327,-0.200670695462151,0.10307153164296,0.626099033699941
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,40,59,0.83,0.75,0.88,0,0,,6,13,infection,9.5,9.5,542&Israel delta&B.1.617.2&infection&40&59,0.73,0.0331632653061225,0.994622575144062,0.168256039097526,0.549125178386915
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,40,59,0.79,0.74,0.82,0,0,,10,17,infection,13.5,13.5,542&Israel delta&B.1.617.2&infection&40&59,0.69,0.0204081632653061,0.800119300112113,0.0954098329373825,0.7
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,40,59,0.73,0.7,0.77,0,0,,14,19,infection,16.5,16.5,542&Israel delta&B.1.617.2&infection&40&59,0.63,0.0178571428571429,0.532216813747308,0.0766072194643624,0.748331477354788
