"ihme_loc_id","scale","amp2x","lambda","zeta","are","coverage","loss","best"
"BRA_4770",30,1,0.6,0.8,0.20213869424323,1,0.25213869424323,1
"BRA_4771",15,1,0.9,0.9,0.443168553608533,0.937948953079627,0.445578762992608,1
"BRA_4772",30,1,0.9,0.9,0.155653441464971,0.962132604237867,0.167786045702839,1
"BRA_4773",30,1.5,0.8,0.8,0.221497433243352,1,0.271497433243352,1
"BRA_4774",30,1,0.8,0.99,0.261255132421014,1,0.311255132421014,1
"BRA_4775",15,1,0.8,0.9,0.25553498648018,0.950276243093923,0.255811229574103,1
"BRA_4776",5,1,0.9,0.9,0.271499951551868,1,0.321499951551868,1
"BRB",15,3,0.7,0.8,0.310930023299608,1,0.360930023299608,1
"BRN",30,3,0.4,0.99,0.203905226864768,0.997694081475788,0.251599308340556,1
"BTN",30,1,0.9,0.9,0.145519830136528,1,0.195519830136528,1
"BWA",20,1,0.6,0.9,0.178538211267055,0.975328947368421,0.203867158635476,1
"CAF",5,1.5,0.9,0.9,0.0489238275352212,1,0.0989238275352212,1
"CAN",20,1.5,0.5,0.99,0.0706412080121938,1,0.120641208012194,1
"CHE",10,3,0.3,0.99,0.107144602766793,1,0.157144602766793,1
"CHL",30,3,0.6,0.99,0.241668375863355,0.953084832904884,0.244753208768239,1
"CHN_354",25,1,0.3,0.99,0.153884934856801,0.958600999286224,0.162485934143025,1
"CHN_361",20,1,0.5,0.7,0.283502064783473,0.950045413260672,0.283547478044145,1
"CHN_44533",5,1,0.7,0.7,0.578593878926899,1,0.628593878926899,1
"CHN_491",30,1,0.8,0.7,0.675487555009852,0.999240890688259,0.724728445698111,1
"CHN_492",30,1,0.8,0.7,0.215577456620803,1,0.265577456620803,1
"CHN_493",30,1,0.9,0.99,0.70586070276583,0.994459833795014,0.750320536560844,1
"CHN_494",30,1,0.9,0.8,0.688791200338403,1,0.738791200338403,1
"CHN_495",30,1,0.6,0.9,0.66861325630854,0.98854296388543,0.70715622019397,1
"CHN_496",30,1,0.7,0.99,0.601337073546135,0.996762141967621,0.648099215513757,1
"CHN_497",30,1,0.9,0.99,0.793424711360512,1,0.843424711360512,1
"CHN_498",30,1,0.9,0.7,0.725573216048928,1,0.775573216048928,1
"CHN_499",30,1,0.8,0.9,1.13059530867907,1,1.18059530867907,1
"CHN_500",30,1,0.6,0.99,1.094416426858,1,1.144416426858,1
"CHN_501",30,1,0.9,0.99,2.62440529855649,1,2.67440529855649,1
"CHN_502",20,1,0.6,0.9,0.967460569375365,1,1.01746056937536,1
"CHN_503",30,1,0.9,0.99,0.716389824482605,1,0.766389824482605,1
"CHN_504",30,1,0.6,0.7,0.426518001743875,1,0.476518001743875,1
"CHN_505",30,1,0.6,0.7,0.937565406440454,1,0.987565406440454,1
"CHN_506",30,1,0.6,0.99,0.561874284586847,1,0.611874284586847,1
"CHN_507",30,1,0.6,0.99,0.852560311480509,1,0.902560311480509,1
"CHN_508",30,1,0.9,0.99,0.83399075560075,1,0.88399075560075,1
"CHN_509",30,1,0.8,0.8,0.408419977809576,1,0.458419977809576,1
"CHN_510",30,1,0.6,0.7,0.310214848548429,1,0.360214848548429,1
"CHN_511",30,1,0.8,0.9,0.761808720750033,1,0.811808720750034,1
"CHN_512",30,1,0.8,0.7,0.949937569033982,1,0.999937569033982,1
"CHN_513",30,1,0.8,0.8,0.511507158879883,1,0.561507158879883,1
"CHN_514",30,1,0.7,0.9,0.535749708486006,1,0.585749708486006,1
"CHN_515",30,1,0.8,0.99,0.771375690040911,1,0.821375690040911,1
"CHN_516",30,1,0.6,0.9,0.546477236836752,0.999495586380832,0.595972823217584,1
"CHN_517",20,1,0.8,0.8,0.213160741093801,1,0.263160741093801,1
"CHN_518",30,1.5,0.9,0.8,1.1379050815545,1,1.1879050815545,1
"CHN_519",5,1,0.7,0.9,0.208958223193372,1,0.258958223193372,1
"CHN_520",30,1,0.8,0.99,0.675464638418229,0.976429287863591,0.70189392628182,1
"CHN_521",30,1,0.6,0.7,0.403299694162666,1,0.453299694162666,1
"CIV",25,1,0.8,0.99,0.0920343663704033,1,0.142034366370403,1
"CMR",30,3,0.7,0.9,0.106604987557778,1,0.156604987557778,1
"COD",5,2,0.6,0.9,0.0730866881351293,1,0.123086688135129,1
"COG",15,3,0.9,0.99,0.147020890132304,1,0.197020890132304,1
"COL",10,1,0.9,0.99,0.264521736697746,0.961078998073218,0.275600734770963,1
"COM",20,3,0.9,0.99,0.23806144114449,1,0.28806144114449,1
"CPV",25,1,0.9,0.7,0.25700512188113,0.951111111111111,0.258116232992241,1
"CRI",25,3,0.8,0.99,0.0861152089098782,1,0.136115208909878,1
"CUB",30,1,0.5,0.8,0.163864361470241,0.936202920830131,0.166623777304215,1
"CYP",25,1.5,0.4,0.99,0.200354032218752,0.940046118370484,0.202344808544655,1
"CZE",10,1,0.7,0.9,0.0531914035902168,1,0.103191403590217,1
"DEU",15,3,0.3,0.99,0.0844010110181947,1,0.134401011018195,1
"DJI",30,1,0.6,0.7,0.219769639004136,0.984459984459985,0.25422962346412,1
"DMA",30,3,0.9,0.8,0.325963747190154,1,0.375963747190154,1
"DNK",30,3,0.5,0.99,0.133192989350822,1,0.183192989350822,1
"DOM",5,1,0.9,0.8,0.653716490316735,0.895754716981132,0.664565546920509,1
"DZA",15,1,0.6,0.7,0.0874195759580768,1,0.137419575958077,1
"ECU",25,1,0.6,0.99,0.168778222537902,1,0.218778222537902,1
"EGY",5,1.5,0.8,0.9,0.12131920750827,1,0.17131920750827,1
"ERI",15,1,0.7,0.7,0.0503513785454177,1,0.100351378545418,1
"ESP",10,1,0.3,0.99,0.0453719936157332,1,0.0953719936157332,1
"EST",5,1,0.1,0.9,0.145361282542571,1,0.195361282542571,1
"ETH",30,1,0.6,0.8,0.13504166290924,0.997952917093142,0.182994580002382,1
"FIN",10,3,0.4,0.99,0.0893241415202601,1,0.13932414152026,1
"FJI",15,3,0.6,0.9,0.198509324706242,1,0.248509324706242,1
"FRA",15,3,0.3,0.99,0.0546386563652102,1,0.10463865636521,1
"FSM",10,1,0.8,0.7,0.0869178719001026,1,0.136917871900103,1
"GAB",30,1.5,0.9,0.9,0.217773429894159,0.954414931801866,0.222188361696025,1
"GBR",30,1,0.5,0.99,0.256129000069627,0.927338782924614,0.260661243484705,1
"GBR_433",10,2.5,0.3,0.99,0.117525589993251,1,0.167525589993251,1
"GBR_434",30,3,0.3,0.99,0.190235849746178,1,0.240235849746178,1
"GBR_44643",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44644",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44645",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44646",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44647",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44648",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44649",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44650",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44651",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44652",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44653",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44654",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44655",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44656",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44657",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44658",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44659",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44660",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44661",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44662",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44663",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44664",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44665",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44666",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44667",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44668",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44669",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44670",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44671",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44672",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44673",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44674",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44675",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44676",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44677",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44678",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44679",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44680",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44681",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44682",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44683",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44684",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44685",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44686",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44687",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44688",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44689",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44690",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44691",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44692",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44693",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44694",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44695",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44696",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44697",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44698",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44699",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44700",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44701",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44702",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44703",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44704",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44705",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44706",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44707",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44708",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44709",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44710",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44711",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44712",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44713",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44714",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44715",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44716",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44717",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44718",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44719",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44720",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44721",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44722",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44723",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44724",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44725",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44726",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44727",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44728",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44729",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44730",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44731",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44732",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44733",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44734",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44735",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44736",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44737",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44738",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44739",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44740",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44741",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44742",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44743",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44744",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44745",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44746",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44747",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44748",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44749",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44750",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44751",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44752",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44753",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44754",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44755",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44756",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44757",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44758",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44759",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44760",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44761",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44762",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44763",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44764",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44765",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44766",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44767",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44768",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44769",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44770",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44771",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44772",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44773",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44774",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44775",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44776",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44777",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44778",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44779",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44780",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44781",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44782",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44783",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44784",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44785",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44786",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44787",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44788",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44789",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44790",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44791",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_44792",20,2.5,0.5,0.9,NA,NA,NA,1
"GBR_4618",15,1,0.4,0.99,0.101440318347668,1,0.151440318347668,1
"GBR_4619",30,3,0.4,0.99,0.223734873312301,1,0.273734873312301,1
"GBR_4620",30,1.5,0.5,0.99,0.279965768475378,0.946466809421842,0.28067240659101,1
"GBR_4621",30,2,0.3,0.99,0.270986232973965,0.965738758029979,0.286724991003943,1
"GBR_4622",30,2,0.3,0.99,0.298058819924682,0.952177016416845,0.300235836341527,1
"GBR_4623",20,3,0.5,0.99,0.0911429057989578,1,0.141142905798958,1
"GBR_4624",30,1.5,0.3,0.99,0.340277617205949,0.922198429693076,0.345837931267334,1
"GBR_4625",30,2.5,0.4,0.99,0.255161068850731,0.952177016416845,0.257338085267576,1
"GBR_4626",30,2.5,0.3,0.99,0.226269417390731,0.947894361170592,0.226690545156612,1
"GBR_4636",30,2.5,0.3,0.99,0.210611206888476,0.937901498929336,0.213030907102608,1
"GBR_4749",20,2.5,0.5,0.9,NA,NA,NA,1
"GEO",15,1,0.9,0.9,0.309645513075919,1,0.359645513075919,1
"GHA",30,3,0.6,0.99,0.0895158184534065,0.985563237088247,0.125079055541654,1
"GIN",30,2,0.9,0.9,0.115182569173254,1,0.165182569173254,1
"GMB",30,1,0.8,0.8,0.272043101243302,0.995355587808418,0.31739868905172,1
"GNB",30,1,0.7,0.99,0.194354157019972,1,0.244354157019972,1
"GNQ",25,3,0.7,0.9,0.162899047152948,1,0.212899047152948,1
"GRC",30,1,0.3,0.99,0.11558709316234,0.969254419677171,0.134841512839511,1
"GRD",10,3,0.8,0.7,0.25486667970188,1,0.30486667970188,1
"GRL",30,2,0.4,0.99,0.350138242045291,0.933618843683084,0.353414473308674,1
"GTM",30,1,0.8,0.8,0.144958185085284,1,0.194958185085284,1
"GUM",25,3,0.7,0.99,0.38066768198555,0.926210607225211,0.385425560540507,1
"GUY",30,1,0.6,0.99,0.271388199819559,0.970971343505769,0.292359543325328,1
"HND",30,1,0.6,0.9,0.271359123289076,1,0.321359123289076,1
"HRV",30,1,0.9,0.8,0.0846786904939829,1,0.134678690493983,1
"HTI",5,2.5,0.9,0.99,0.121776094468933,1,0.171776094468933,1
"HUN",5,2.5,0.7,0.99,0.0771094657461292,1,0.127109465746129,1
"IDN",30,2,0.6,0.8,0.200701717468808,0.991963450211923,0.24266516768073,1
"IDN_4709",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4710",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4711",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4712",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4713",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4714",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4715",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4716",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4717",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4718",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4719",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4720",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4721",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4722",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4723",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4724",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4725",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4726",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4727",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4728",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4729",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4730",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4731",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4732",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4733",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4734",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4735",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4736",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4737",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4738",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4739",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4740",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4741",30,2,0.6,0.8,NA,NA,NA,1
"IDN_4742",30,2,0.6,0.8,NA,NA,NA,1
"IND",30,2,0.7,0.99,0.0977711247778443,1,0.147771124777844,1
"IND_43872",5,2,0.7,0.9,0.327825570404713,1,0.377825570404713,1
"IND_43873",5,1,0.6,0.99,0.53547961936796,0.969597907813011,0.555077527180971,1
"IND_43874",30,1,0.8,0.7,0.372038060902464,0.977597840755736,0.3996359016582,1
"IND_43875",30,3,0.8,0.8,0.194701141114922,1,0.244701141114922,1
"IND_43877",10,3,0.9,0.8,0.185681509347413,1,0.235681509347413,1
"IND_43880",10,3,0.9,0.7,0.405517016503602,1,0.455517016503602,1
"IND_43881",30,1,0.9,0.8,0.30806260447907,1,0.35806260447907,1
"IND_43882",5,2,0.7,0.8,0.271367322641004,1,0.321367322641004,1
"IND_43883",30,1,0.8,0.8,0.335252791424864,1,0.385252791424864,1
"IND_43884",30,2,0.8,0.99,0.465169618091948,0.94720408742549,0.46572880060685,1
"IND_43885",30,1,0.6,0.7,0.52905149298228,0.964665249734325,0.543716742716605,1
"IND_43886",5,1,0.9,0.8,0.218889224976336,1,0.268889224976336,1
"IND_43887",10,3,0.9,0.7,0.249313652229804,1,0.299313652229804,1
"IND_43888",25,2.5,0.8,0.99,0.34156733581806,0.992613111726685,0.384180447544745,1
"IND_43890",30,1,0.8,0.7,0.326212285059603,0.978260869565217,0.35447315462482,1
"IND_43891",10,3,0.8,0.9,0.242495108522591,1,0.292495108522591,1
"IND_43892",30,1,0.9,0.9,0.286891919393108,1,0.336891919393108,1
"IND_43893",30,2,0.8,0.99,0.319526532290147,0.944410507025046,0.320644430885138,1
"IND_43894",30,1,0.6,0.7,0.590228735179675,0.875541438059486,0.605120447567778,1
"IND_43895",30,1.5,0.9,0.99,0.350719733402743,0.948868398994132,0.350946053603917,1
"IND_43896",30,3,0.9,0.99,0.197833328332895,1,0.247833328332895,1
"IND_43898",10,3,0.6,0.9,0.306966501644863,1,0.356966501644863,1
"IND_43899",30,3,0.8,0.99,0.146155280504922,0.987107623318386,0.183262903823308,1
"IND_43900",30,1,0.9,0.7,0.351500285068919,0.995391705069124,0.396891990138043,1
"IND_43901",20,3,0.8,0.9,0.257258133651984,1,0.307258133651984,1
"IND_43902",15,3,0.9,0.99,0.257173038982567,1,0.307173038982567,1
"IND_43903",5,1,0.9,0.9,0.806087123073923,0.947478991596639,0.806591324754595,1
"IND_43904",25,3,0.8,0.9,0.112754747323402,1,0.162754747323402,1
"IND_43905",30,1.5,0.6,0.8,0.263520204374675,0.956326987681971,0.269847192056646,1
"IND_43906",15,3,0.7,0.8,0.192359945068766,1,0.242359945068766,1
"IND_43908",30,1,0.6,0.9,0.635468926310785,1,0.685468926310785,1
"IND_43909",30,1,0.6,0.99,0.679065804811707,1,0.729065804811707,1
"IND_43910",30,2,0.7,0.99,0.476990597638258,1,0.526990597638258,1
"IND_43911",30,1,0.7,0.8,0.264529705350818,1,0.314529705350818,1
"IND_43913",30,1,0.7,0.7,0.361475378523081,1,0.411475378523081,1
"IND_43916",30,1,0.8,0.7,0.389561630665382,1,0.439561630665382,1
"IND_43917",30,1,0.7,0.9,0.548837704866874,0.959939301972686,0.55877700683956,1
"IND_43918",30,1,0.8,0.8,0.215949528915291,1,0.265949528915291,1
"IND_43919",30,1,0.6,0.8,0.149216374510996,1,0.199216374510996,1
