sex_id,cause_age_end,cause_age_start,cause_id,yld_only,model_version_id,model_version_type_id,is_best,age_start,age_end,decomp_step_id
2,235.0,2.0,490.0,,627710.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,490.0,,627716.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,491.0,,630002.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,491.0,,630071.0,3.0,1.0,2.0,235.0,4.0
2,235.0,5.0,492.0,,627374.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,492.0,,628100.0,3.0,1.0,5.0,235.0,4.0
2,235.0,8.0,493.0,,628103.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,493.0,,630806.0,3.0,1.0,8.0,235.0,4.0
2,235.0,2.0,494.0,,630077.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,494.0,,629735.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,495.0,,629756.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,495.0,,630809.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,496.0,,630020.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,496.0,,629357.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,497.0,,627137.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,497.0,,628193.0,3.0,1.0,2.0,235.0,4.0
2,235.0,8.0,498.0,,626783.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,498.0,,626780.0,3.0,1.0,8.0,235.0,4.0
2,235.0,2.0,499.0,,626789.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,499.0,,626786.0,3.0,1.0,2.0,235.0,4.0
2,235.0,11.0,500.0,,626795.0,3.0,1.0,11.0,235.0,4.0
1,235.0,11.0,500.0,,626792.0,3.0,1.0,11.0,235.0,4.0
2,235.0,8.0,501.0,,622922.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,501.0,,622919.0,3.0,1.0,8.0,235.0,4.0
2,235.0,13.0,502.0,,626801.0,3.0,1.0,13.0,235.0,4.0
1,235.0,13.0,502.0,,626798.0,3.0,1.0,13.0,235.0,4.0
2,235.0,2.0,503.0,,626807.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,503.0,,626804.0,3.0,1.0,2.0,235.0,4.0
2,235.0,8.0,504.0,,627386.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,504.0,,627746.0,3.0,1.0,8.0,235.0,4.0
2,235.0,2.0,507.0,,629996.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,507.0,,627368.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,508.0,,626810.0,3.0,1.0,5.0,235.0,4.0
1,235.0,2.0,508.0,,627353.0,3.0,1.0,5.0,235.0,4.0
2,235.0,4.0,509.0,,626813.0,3.0,1.0,5.0,235.0,4.0
1,235.0,4.0,509.0,,629765.0,3.0,1.0,5.0,235.0,4.0
2,235.0,8.0,510.0,,626816.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,510.0,,629762.0,3.0,1.0,8.0,235.0,4.0
2,235.0,8.0,511.0,,622721.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,511.0,,622718.0,3.0,1.0,8.0,235.0,4.0
2,235.0,8.0,512.0,,620960.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,512.0,,620957.0,3.0,1.0,8.0,235.0,4.0
2,235.0,8.0,513.0,,622727.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,513.0,,622724.0,3.0,1.0,8.0,235.0,4.0
2,235.0,8.0,514.0,,620963.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,514.0,,621623.0,3.0,1.0,8.0,235.0,4.0
2,235.0,5.0,515.0,,621617.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,515.0,,621614.0,3.0,1.0,5.0,235.0,4.0
2,235.0,5.0,516.0,,628922.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,516.0,,626819.0,3.0,1.0,5.0,235.0,4.0
2,235.0,2.0,520.0,,626825.0,3.0,1.0,5.0,235.0,4.0
1,235.0,2.0,520.0,,626822.0,3.0,1.0,5.0,235.0,4.0
2,235.0,5.0,521.0,,630083.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,521.0,,630092.0,3.0,1.0,5.0,235.0,4.0
2,235.0,5.0,522.0,,630668.0,4.0,1.0,5.0,235.0,4.0
1,235.0,5.0,522.0,,630653.0,4.0,1.0,5.0,235.0,4.0
2,235.0,5.0,523.0,,630683.0,4.0,1.0,5.0,235.0,4.0
1,235.0,5.0,523.0,,630665.0,4.0,1.0,5.0,235.0,4.0
2,235.0,8.0,524.0,,630674.0,4.0,1.0,5.0,235.0,4.0
1,235.0,8.0,524.0,,630659.0,4.0,1.0,5.0,235.0,4.0
2,235.0,5.0,525.0,,630671.0,4.0,1.0,5.0,235.0,4.0
1,235.0,5.0,525.0,,630656.0,4.0,1.0,5.0,235.0,4.0
2,235.0,2.0,526.0,,629990.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,526.0,,629975.0,3.0,1.0,2.0,235.0,4.0
2,235.0,5.0,527.0,,630749.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,527.0,,629960.0,3.0,1.0,5.0,235.0,4.0
2,235.0,5.0,528.0,,630752.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,528.0,,629861.0,3.0,1.0,5.0,235.0,4.0
2,235.0,5.0,529.0,,628613.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,529.0,,628130.0,3.0,1.0,5.0,235.0,4.0
2,235.0,2.0,530.0,,630341.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,530.0,,630344.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,531.0,,629918.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,531.0,,628607.0,3.0,1.0,2.0,235.0,4.0
2,235.0,5.0,532.0,,628148.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,532.0,,628145.0,3.0,1.0,5.0,235.0,4.0
2,235.0,5.0,533.0,,629738.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,533.0,,628622.0,3.0,1.0,5.0,235.0,4.0
2,235.0,5.0,534.0,,629429.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,534.0,,629921.0,3.0,1.0,5.0,235.0,4.0
2,235.0,5.0,535.0,,628625.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,535.0,,628139.0,3.0,1.0,5.0,235.0,4.0
2,235.0,5.0,541.0,,630416.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,541.0,,630419.0,3.0,1.0,5.0,235.0,4.0
2,235.0,13.0,543.0,,623570.0,4.0,1.0,13.0,235.0,4.0
1,235.0,13.0,543.0,,623564.0,4.0,1.0,13.0,235.0,4.0
2,235.0,9.0,544.0,,628895.0,3.0,1.0,9.0,235.0,4.0
1,235.0,9.0,544.0,,627350.0,3.0,1.0,9.0,235.0,4.0
2,235.0,4.0,545.0,,627617.0,3.0,1.0,4.0,235.0,4.0
1,235.0,4.0,545.0,,629897.0,3.0,1.0,4.0,235.0,4.0
2,235.0,6.0,546.0,,631130.0,3.0,1.0,6.0,235.0,4.0
1,235.0,6.0,546.0,,631127.0,3.0,1.0,6.0,235.0,4.0
2,,,554.0,,,,,,,
1,,,554.0,,,,,,,
2,235.0,4.0,557.0,,631175.0,3.0,1.0,4.0,235.0,4.0
1,,,557.0,,,,,,,
2,235.0,2.0,561.0,,628961.0,3.0,1.0,8.0,235.0,4.0
1,235.0,2.0,561.0,,628598.0,3.0,1.0,8.0,235.0,4.0
2,235.0,2.0,562.0,,628964.0,3.0,1.0,8.0,235.0,4.0
1,235.0,2.0,562.0,,628604.0,3.0,1.0,8.0,235.0,4.0
2,235.0,7.0,563.0,,628799.0,3.0,1.0,8.0,235.0,4.0
1,235.0,7.0,563.0,,628802.0,3.0,1.0,8.0,235.0,4.0
2,235.0,7.0,564.0,,628808.0,3.0,1.0,8.0,235.0,4.0
1,235.0,7.0,564.0,,628805.0,3.0,1.0,8.0,235.0,4.0
2,235.0,7.0,566.0,,628811.0,3.0,1.0,8.0,235.0,4.0
1,235.0,7.0,566.0,,628973.0,3.0,1.0,8.0,235.0,4.0
2,14.0,6.0,572.0,,620456.0,3.0,1.0,6.0,14.0,4.0
1,14.0,6.0,572.0,,627209.0,3.0,1.0,6.0,14.0,4.0
2,14.0,6.0,573.0,,627215.0,3.0,1.0,6.0,14.0,4.0
1,14.0,6.0,573.0,,627329.0,3.0,1.0,6.0,14.0,4.0
2,14.0,6.0,574.0,,627221.0,3.0,1.0,6.0,14.0,4.0
1,14.0,6.0,574.0,,627224.0,3.0,1.0,6.0,14.0,4.0
2,7.0,2.0,587.0,,628580.0,3.0,1.0,2.0,7.0,4.0
2,235.0,8.0,587.0,,628583.0,3.0,1.0,8.0,235.0,4.0
1,7.0,2.0,587.0,,628127.0,3.0,1.0,2.0,7.0,4.0
1,235.0,8.0,587.0,,629276.0,3.0,1.0,8.0,235.0,4.0
2,235.0,4.0,588.0,,629924.0,3.0,1.0,4.0,235.0,4.0
1,235.0,4.0,588.0,,628643.0,3.0,1.0,4.0,235.0,4.0
2,235.0,4.0,589.0,,629984.0,3.0,1.0,4.0,235.0,4.0
1,235.0,4.0,589.0,,629987.0,3.0,1.0,4.0,235.0,4.0
2,235.0,8.0,591.0,,631091.0,4.0,1.0,4.0,235.0,4.0
1,235.0,8.0,591.0,,631073.0,4.0,1.0,4.0,235.0,4.0
2,235.0,4.0,592.0,,631082.0,4.0,1.0,4.0,235.0,4.0
1,235.0,4.0,592.0,,631076.0,4.0,1.0,4.0,235.0,4.0
2,235.0,4.0,593.0,,631103.0,4.0,1.0,4.0,235.0,4.0
1,235.0,4.0,593.0,,631079.0,4.0,1.0,4.0,235.0,4.0
2,235.0,2.0,594.0,,630353.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,594.0,,629978.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,595.0,,630347.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,595.0,,629750.0,3.0,1.0,2.0,235.0,4.0
2,235.0,5.0,596.0,,629993.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,596.0,,629882.0,3.0,1.0,5.0,235.0,4.0
2,235.0,2.0,602.0,,630893.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,602.0,,628250.0,3.0,1.0,2.0,235.0,4.0
2,235.0,7.0,603.0,,630449.0,3.0,1.0,7.0,235.0,4.0
2,235.0,7.0,604.0,,630929.0,3.0,1.0,7.0,235.0,4.0
2,15.0,7.0,607.0,,628268.0,3.0,1.0,7.0,15.0,4.0
2,235.0,7.0,608.0,,628277.0,3.0,1.0,7.0,235.0,4.0
2,235.0,7.0,612.0,,628283.0,3.0,1.0,7.0,235.0,4.0
2,235.0,2.0,613.0,,626879.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,613.0,,630338.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,618.0,,631415.0,4.0,1.0,2.0,235.0,4.0
1,235.0,2.0,618.0,,631391.0,4.0,1.0,2.0,235.0,4.0
2,235.0,2.0,619.0,,630080.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,619.0,,629981.0,3.0,1.0,2.0,235.0,4.0
2,235.0,6.0,626.0,,629543.0,3.0,1.0,6.0,235.0,4.0
1,235.0,6.0,626.0,,628988.0,3.0,1.0,6.0,235.0,4.0
2,235.0,6.0,627.0,,626495.0,3.0,1.0,6.0,235.0,4.0
1,235.0,6.0,627.0,,627809.0,3.0,1.0,6.0,235.0,4.0
2,235.0,6.0,639.0,,627359.0,3.0,1.0,6.0,235.0,4.0
1,235.0,6.0,639.0,,627782.0,3.0,1.0,6.0,235.0,4.0
2,18.0,2.0,641.0,,630818.0,3.0,1.0,2.0,18.0,4.0
1,18.0,2.0,641.0,,630821.0,3.0,1.0,2.0,18.0,4.0
