nid,var
261352,anemia_moderate_adj
489965,anemia_moderate_adj
490193,anemia_moderate_adj
140481,anemia_moderate_adj
139819,anemia_moderate_adj
146860,anemia_moderate_adj
143825,anemia_moderate_adj
139894,anemia_moderate_adj
140092,anemia_moderate_adj
275811,anemia_moderate_adj
139851,anemia_moderate_adj
257841,anemia_moderate_adj
139431,anemia_moderate_adj
425208,anemia_moderate_adj
490175,anemia_moderate_adj
330624,anemia_moderate_adj
76884,anemia_moderate_adj
283723,anemia_moderate_adj
140945,anemia_moderate_adj
438750,anemia_moderate_adj
409169,anemia_moderate_adj
141953,anemia_moderate_adj
262982,anemia_moderate_adj
18818,anemia_moderate_adj
139415,anemia_moderate_adj
124337,anemia_moderate_adj
139611,anemia_moderate_adj
139113,anemia_moderate_adj
124465,anemia_moderate_adj
144300,anemia_moderate_adj
139625,anemia_moderate_adj
165235,anemia_moderate_adj
425937,anemia_moderate_adj
490695,anemia_moderate_adj
143804,anemia_moderate_raw
490162,anemia_moderate_raw
58954,anemia_moderate_raw
162427,anemia_moderate_raw
489980,anemia_moderate_raw
8033,anemia_moderate_raw
236130,anemia_moderate_raw
144180,anemia_moderate_raw
139017,anemia_moderate_raw
124466,anemia_moderate_raw
139415,anemia_moderate_raw
139416,anemia_moderate_raw
20956,anemia_moderate_raw
124337,anemia_moderate_raw
137566,anemia_moderate_raw
489984,anemia_moderate_raw
489982,anemia_moderate_raw
137568,anemia_moderate_raw
139609,anemia_moderate_raw
149400,anemia_moderate_raw
149401,anemia_moderate_raw
113243,anemia_moderate_raw
140949,anemia_moderate_raw
274952,anemia_moderate_raw
490696,anemia_moderate_raw
143689,anemia_moderate_raw
490170,anemia_moderate_raw
140112,anemia_moderate_raw
490693,anemia_moderate_raw
139861,anemia_moderate_raw
144032,anemia_moderate_raw
144033,anemia_moderate_raw
144036,anemia_moderate_raw
489997,anemia_moderate_raw
139854,anemia_moderate_raw
110030,anemia_moderate_raw
30033,anemia_moderate_raw
139137,anemia_moderate_raw
489976,anemia_moderate_raw
490700,anemia_moderate_raw
490191,anemia_moderate_raw
490175,anemia_moderate_raw
137460,anemia_moderate_raw
136611,anemia_moderate_raw
139611,anemia_moderate_raw
137516,anemia_moderate_raw
137426,anemia_moderate_raw
140218,anemia_moderate_raw
137425,anemia_moderate_raw
139113,anemia_moderate_raw
281545,anemia_moderate_raw
140430,anemia_moderate_raw
139810,anemia_moderate_raw
261367,anemia_moderate_raw
155628,anemia_moderate_raw
144300,anemia_moderate_raw
139625,anemia_moderate_raw
140501,anemia_moderate_raw
165235,anemia_moderate_raw
425937,anemia_moderate_raw
490695,anemia_moderate_raw
490694,anemia_moderate_raw
214640,anemia_moderate_raw
490179,anemia_moderate_raw
139019,anemia_moderate_raw
490178,anemia_moderate_raw
143731,anemia_moderate_raw
140951,anemia_moderate_raw
490164,anemia_severe_adj
489986,anemia_severe_adj
139863,anemia_severe_adj
139076,anemia_severe_adj
490691,anemia_severe_adj
286211,anemia_severe_adj
124447,anemia_severe_adj
267785,anemia_severe_adj
21446,anemia_severe_adj
229477,anemia_severe_adj
230882,anemia_severe_adj
139872,anemia_severe_adj
137528,anemia_severe_adj
275252,anemia_severe_adj
124414,anemia_severe_adj
126399,anemia_severe_adj
409186,anemia_severe_adj
517501,anemia_severe_adj
261352,anemia_severe_adj
489965,anemia_severe_adj
490193,anemia_severe_adj
140481,anemia_severe_adj
139819,anemia_severe_adj
146860,anemia_severe_adj
143825,anemia_severe_adj
139894,anemia_severe_adj
140092,anemia_severe_adj
275811,anemia_severe_adj
139851,anemia_severe_adj
149068,anemia_severe_adj
257841,anemia_severe_adj
139433,anemia_severe_adj
139431,anemia_severe_adj
425208,anemia_severe_adj
490175,anemia_severe_adj
330624,anemia_severe_adj
76884,anemia_severe_adj
283723,anemia_severe_adj
140945,anemia_severe_adj
438750,anemia_severe_adj
409169,anemia_severe_adj
141953,anemia_severe_adj
262982,anemia_severe_adj
18818,anemia_severe_adj
139415,anemia_severe_adj
139611,anemia_severe_adj
261359,anemia_severe_adj
139113,anemia_severe_adj
144194,anemia_severe_adj
490180,anemia_severe_adj
144300,anemia_severe_adj
139625,anemia_severe_adj
165235,anemia_severe_adj
425937,anemia_severe_adj
490695,anemia_severe_adj
7465,anemia_severe_raw
58954,anemia_severe_raw
162427,anemia_severe_raw
489980,anemia_severe_raw
8033,anemia_severe_raw
236130,anemia_severe_raw
139863,anemia_severe_raw
144180,anemia_severe_raw
138612,anemia_severe_raw
139017,anemia_severe_raw
124466,anemia_severe_raw
139415,anemia_severe_raw
139416,anemia_severe_raw
27338,anemia_severe_raw
20956,anemia_severe_raw
124337,anemia_severe_raw
489984,anemia_severe_raw
489982,anemia_severe_raw
137568,anemia_severe_raw
139609,anemia_severe_raw
149400,anemia_severe_raw
149401,anemia_severe_raw
113243,anemia_severe_raw
120232,anemia_severe_raw
274952,anemia_severe_raw
490696,anemia_severe_raw
490170,anemia_severe_raw
490693,anemia_severe_raw
139861,anemia_severe_raw
110741,anemia_severe_raw
294319,anemia_severe_raw
144032,anemia_severe_raw
144033,anemia_severe_raw
144029,anemia_severe_raw
144036,anemia_severe_raw
261366,anemia_severe_raw
139854,anemia_severe_raw
110030,anemia_severe_raw
30033,anemia_severe_raw
489976,anemia_severe_raw
490700,anemia_severe_raw
490191,anemia_severe_raw
139426,anemia_severe_raw
140228,anemia_severe_raw
490175,anemia_severe_raw
137460,anemia_severe_raw
136611,anemia_severe_raw
143082,anemia_severe_raw
139611,anemia_severe_raw
261359,anemia_severe_raw
137516,anemia_severe_raw
137426,anemia_severe_raw
140218,anemia_severe_raw
261361,anemia_severe_raw
137425,anemia_severe_raw
139113,anemia_severe_raw
144194,anemia_severe_raw
110760,anemia_severe_raw
281545,anemia_severe_raw
140430,anemia_severe_raw
137418,anemia_severe_raw
139810,anemia_severe_raw
261367,anemia_severe_raw
155628,anemia_severe_raw
144300,anemia_severe_raw
139625,anemia_severe_raw
140501,anemia_severe_raw
165235,anemia_severe_raw
425937,anemia_severe_raw
490695,anemia_severe_raw
490694,anemia_severe_raw
139025,anemia_severe_raw
214640,anemia_severe_raw
490179,anemia_severe_raw
139019,anemia_severe_raw
490178,anemia_severe_raw
143731,anemia_severe_raw
143804,anemia_anemic_adj
490213,anemia_anemic_adj
489964,anemia_anemic_adj
490166,anemia_anemic_adj
489986,anemia_anemic_adj
139863,anemia_anemic_adj
139076,anemia_anemic_adj
490683,anemia_anemic_adj
490684,anemia_anemic_adj
144181,anemia_anemic_adj
153000,anemia_anemic_adj
490691,anemia_anemic_adj
286211,anemia_anemic_adj
124447,anemia_anemic_adj
135757,anemia_anemic_adj
267785,anemia_anemic_adj
21446,anemia_anemic_adj
229477,anemia_anemic_adj
230882,anemia_anemic_adj
139872,anemia_anemic_adj
137528,anemia_anemic_adj
275252,anemia_anemic_adj
124414,anemia_anemic_adj
126399,anemia_anemic_adj
409186,anemia_anemic_adj
517501,anemia_anemic_adj
261352,anemia_anemic_adj
124424,anemia_anemic_adj
81689,anemia_anemic_adj
489992,anemia_anemic_adj
489965,anemia_anemic_adj
262907,anemia_anemic_adj
490208,anemia_anemic_adj
490193,anemia_anemic_adj
489967,anemia_anemic_adj
140481,anemia_anemic_adj
139819,anemia_anemic_adj
139818,anemia_anemic_adj
146860,anemia_anemic_adj
143825,anemia_anemic_adj
141231,anemia_anemic_adj
139894,anemia_anemic_adj
139976,anemia_anemic_adj
409549,anemia_anemic_adj
490699,anemia_anemic_adj
140092,anemia_anemic_adj
316736,anemia_anemic_adj
275811,anemia_anemic_adj
490177,anemia_anemic_adj
139851,anemia_anemic_adj
140096,anemia_anemic_adj
149068,anemia_anemic_adj
140122,anemia_anemic_adj
490184,anemia_anemic_adj
30030,anemia_anemic_adj
135163,anemia_anemic_adj
257841,anemia_anemic_adj
139433,anemia_anemic_adj
139431,anemia_anemic_adj
425208,anemia_anemic_adj
490175,anemia_anemic_adj
330624,anemia_anemic_adj
76884,anemia_anemic_adj
490171,anemia_anemic_adj
283723,anemia_anemic_adj
153981,anemia_anemic_adj
140945,anemia_anemic_adj
140495,anemia_anemic_adj
141343,anemia_anemic_adj
317509,anemia_anemic_adj
438750,anemia_anemic_adj
409169,anemia_anemic_adj
141953,anemia_anemic_adj
262982,anemia_anemic_adj
18818,anemia_anemic_adj
143815,anemia_anemic_adj
139415,anemia_anemic_adj
124337,anemia_anemic_adj
27024,anemia_anemic_adj
130538,anemia_anemic_adj
490693,anemia_anemic_adj
144290,anemia_anemic_adj
270825,anemia_anemic_adj
489976,anemia_anemic_adj
139755,anemia_anemic_adj
139611,anemia_anemic_adj
261359,anemia_anemic_adj
139113,anemia_anemic_adj
144194,anemia_anemic_adj
139599,anemia_anemic_adj
490180,anemia_anemic_adj
137418,anemia_anemic_adj
124465,anemia_anemic_adj
144300,anemia_anemic_adj
137416,anemia_anemic_adj
139625,anemia_anemic_adj
143786,anemia_anemic_adj
165235,anemia_anemic_adj
425937,anemia_anemic_adj
490695,anemia_anemic_adj
22680,anemia_anemic_adj
119643,anemia_anemic_raw
143804,anemia_anemic_raw
490162,anemia_anemic_raw
7465,anemia_anemic_raw
58954,anemia_anemic_raw
68833,anemia_anemic_raw
155403,anemia_anemic_raw
139612,anemia_anemic_raw
143975,anemia_anemic_raw
22680,anemia_anemic_raw
409577,anemia_anemic_raw
162427,anemia_anemic_raw
489980,anemia_anemic_raw
289826,anemia_anemic_raw
140120,anemia_anemic_raw
8033,anemia_anemic_raw
236130,anemia_anemic_raw
139863,anemia_anemic_raw
126395,anemia_anemic_raw
144180,anemia_anemic_raw
95428,anemia_anemic_raw
124416,anemia_anemic_raw
124417,anemia_anemic_raw
144214,anemia_anemic_raw
144203,anemia_anemic_raw
489990,anemia_anemic_raw
108046,anemia_anemic_raw
409550,anemia_anemic_raw
283324,anemia_anemic_raw
138612,anemia_anemic_raw
466463,anemia_anemic_raw
138610,anemia_anemic_raw
143269,anemia_anemic_raw
261370,anemia_anemic_raw
409579,anemia_anemic_raw
124448,anemia_anemic_raw
135526,anemia_anemic_raw
144057,anemia_anemic_raw
139972,anemia_anemic_raw
139971,anemia_anemic_raw
139017,anemia_anemic_raw
124466,anemia_anemic_raw
139415,anemia_anemic_raw
139416,anemia_anemic_raw
27338,anemia_anemic_raw
139870,anemia_anemic_raw
20956,anemia_anemic_raw
124337,anemia_anemic_raw
27024,anemia_anemic_raw
137566,anemia_anemic_raw
489984,anemia_anemic_raw
489982,anemia_anemic_raw
137568,anemia_anemic_raw
139609,anemia_anemic_raw
149400,anemia_anemic_raw
149401,anemia_anemic_raw
113243,anemia_anemic_raw
130582,anemia_anemic_raw
120232,anemia_anemic_raw
489974,anemia_anemic_raw
249660,anemia_anemic_raw
489996,anemia_anemic_raw
144179,anemia_anemic_raw
304111,anemia_anemic_raw
144189,anemia_anemic_raw
124460,anemia_anemic_raw
129449,anemia_anemic_raw
274952,anemia_anemic_raw
490696,anemia_anemic_raw
104955,anemia_anemic_raw
143689,anemia_anemic_raw
139429,anemia_anemic_raw
490170,anemia_anemic_raw
409542,anemia_anemic_raw
140112,anemia_anemic_raw
490693,anemia_anemic_raw
139861,anemia_anemic_raw
144290,anemia_anemic_raw
111628,anemia_anemic_raw
139420,anemia_anemic_raw
110741,anemia_anemic_raw
143854,anemia_anemic_raw
137578,anemia_anemic_raw
23429,anemia_anemic_raw
294319,anemia_anemic_raw
270825,anemia_anemic_raw
144032,anemia_anemic_raw
144033,anemia_anemic_raw
143103,anemia_anemic_raw
144031,anemia_anemic_raw
144030,anemia_anemic_raw
144029,anemia_anemic_raw
141985,anemia_anemic_raw
144036,anemia_anemic_raw
139868,anemia_anemic_raw
261366,anemia_anemic_raw
490168,anemia_anemic_raw
489997,anemia_anemic_raw
139854,anemia_anemic_raw
139853,anemia_anemic_raw
110030,anemia_anemic_raw
30033,anemia_anemic_raw
139137,anemia_anemic_raw
489999,anemia_anemic_raw
489976,anemia_anemic_raw
144222,anemia_anemic_raw
144299,anemia_anemic_raw
490700,anemia_anemic_raw
490191,anemia_anemic_raw
139426,anemia_anemic_raw
262810,anemia_anemic_raw
140228,anemia_anemic_raw
490175,anemia_anemic_raw
137460,anemia_anemic_raw
136611,anemia_anemic_raw
139755,anemia_anemic_raw
143082,anemia_anemic_raw
139611,anemia_anemic_raw
261359,anemia_anemic_raw
137516,anemia_anemic_raw
137426,anemia_anemic_raw
140218,anemia_anemic_raw
261361,anemia_anemic_raw
137425,anemia_anemic_raw
139113,anemia_anemic_raw
144194,anemia_anemic_raw
139599,anemia_anemic_raw
110760,anemia_anemic_raw
281545,anemia_anemic_raw
490180,anemia_anemic_raw
140430,anemia_anemic_raw
137418,anemia_anemic_raw
124465,anemia_anemic_raw
139810,anemia_anemic_raw
261367,anemia_anemic_raw
155628,anemia_anemic_raw
144300,anemia_anemic_raw
137416,anemia_anemic_raw
139616,anemia_anemic_raw
139625,anemia_anemic_raw
294482,anemia_anemic_raw
140501,anemia_anemic_raw
489978,anemia_anemic_raw
143786,anemia_anemic_raw
165235,anemia_anemic_raw
425937,anemia_anemic_raw
490695,anemia_anemic_raw
490694,anemia_anemic_raw
261506,anemia_anemic_raw
139025,anemia_anemic_raw
140123,anemia_anemic_raw
137400,anemia_anemic_raw
214640,anemia_anemic_raw
490179,anemia_anemic_raw
139019,anemia_anemic_raw
490160,anemia_anemic_raw
490178,anemia_anemic_raw
255142,anemia_anemic_raw
143731,anemia_anemic_raw
140951,anemia_anemic_raw
144314,hemoglobin_alt_adj
124479,hemoglobin_alt_adj
414197,hemoglobin_alt_adj
414197,anemia_anemic_adj
414197,anemia_mod_sev_adj
414197,anemia_severe_adj
414197,hemoglobin_raw
414197,anemia_severe_raw
414197,anemia_moderate_raw
414197,anemia_mod_sev_raw
414197,anemia_mild_raw
414197,anemia_anemic_raw
7465,hemoglobin_alt_adj
58954,hemoglobin_alt_adj
68833,hemoglobin_alt_adj
143810,hemoglobin_alt_adj
139612,hemoglobin_alt_adj
19156,hemoglobin_raw
19156,hemoglobin_alt_adj
19156,anemia_severe_raw
19156,anemia_moderate_raw
19156,anemia_mod_sev_raw
19156,anemia_mild_raw
19156,anemia_anemic_raw
19156,brinda_adj_hemog
19156,anemia_mild_brinda
19156,anemia_moderate_brinda
19156,anemia_severe_brinda
19156,anemia_mod_sev_brinda
19156,anemia_anemic_brinda
19156,anemia_severe_adj
19156,anemia_moderate_adj
19156,anemia_mod_sev_adj
19156,anemia_mild_adj
19156,anemia_anemic_adj
19156,anemia_severe_who
19156,anemia_moderate_who
19156,anemia_mod_sev_who
19156,anemia_mild_who
19156,anemia_anemic_who
139614,hemoglobin_alt_adj
19167,hemoglobin_raw
19167,hemoglobin_alt_adj
19167,hemog_alt_smoke_adjust
19167,anemia_severe_raw
19167,anemia_moderate_raw
19167,anemia_mod_sev_raw
19167,anemia_mild_raw
19167,anemia_anemic_raw
19167,brinda_adj_hemog
19167,anemia_mild_brinda
19167,anemia_moderate_brinda
19167,anemia_severe_brinda
19167,anemia_mod_sev_brinda
19167,anemia_anemic_brinda
19167,anemia_severe_adj
19167,anemia_moderate_adj
19167,anemia_mod_sev_adj
19167,anemia_mild_adj
19167,anemia_anemic_adj
19167,anemia_severe_who
19167,anemia_moderate_who
19167,anemia_mod_sev_who
19167,anemia_mild_who
19167,anemia_anemic_who
30379,hemoglobin_raw
30379,hemoglobin_alt_adj
30379,anemia_severe_raw
30379,anemia_moderate_raw
30379,anemia_mod_sev_raw
30379,anemia_mild_raw
30379,anemia_anemic_raw
30379,brinda_adj_hemog
30379,anemia_mild_brinda
30379,anemia_moderate_brinda
30379,anemia_severe_brinda
30379,anemia_mod_sev_brinda
30379,anemia_anemic_brinda
30379,anemia_severe_adj
30379,anemia_moderate_adj
30379,anemia_mod_sev_adj
30379,anemia_mild_adj
30379,anemia_anemic_adj
30379,anemia_severe_who
30379,anemia_moderate_who
30379,anemia_mod_sev_who
30379,anemia_mild_who
30379,anemia_anemic_who
157024,hemoglobin_raw
157024,hemoglobin_alt_adj
157024,anemia_severe_raw
157024,anemia_moderate_raw
157024,anemia_mod_sev_raw
157024,anemia_mild_raw
157024,anemia_anemic_raw
157024,brinda_adj_hemog
157024,anemia_mild_brinda
157024,anemia_moderate_brinda
157024,anemia_severe_brinda
157024,anemia_mod_sev_brinda
157024,anemia_anemic_brinda
157024,anemia_severe_adj
157024,anemia_moderate_adj
157024,anemia_mod_sev_adj
157024,anemia_mild_adj
157024,anemia_anemic_adj
157024,anemia_severe_who
157024,anemia_moderate_who
157024,anemia_mod_sev_who
157024,anemia_mild_who
157024,anemia_anemic_who
157024,hemog_alt_smoke_adjust
5827,hemoglobin_alt_adj
5827,hemoglobin_raw
5827,anemia_severe_raw
5827,anemia_moderate_raw
5827,anemia_mod_sev_raw
5827,anemia_mild_raw
5827,anemia_anemic_raw
5827,brinda_adj_hemog
5827,anemia_mild_brinda
5827,anemia_moderate_brinda
5827,anemia_severe_brinda
5827,anemia_mod_sev_brinda
5827,anemia_anemic_brinda
5827,anemia_severe_who
5827,anemia_moderate_who
5827,anemia_mod_sev_who
5827,anemia_mild_who
5827,anemia_anemic_who
143975,hemoglobin_alt_adj
6111,hemoglobin_alt_adj
6111,hemoglobin_raw
6111,anemia_severe_raw
6111,anemia_moderate_raw
6111,anemia_mod_sev_raw
6111,anemia_mild_raw
6111,anemia_anemic_raw
6111,brinda_adj_hemog
6111,anemia_mild_brinda
6111,anemia_moderate_brinda
6111,anemia_severe_brinda
6111,anemia_mod_sev_brinda
6111,anemia_anemic_brinda
6111,anemia_severe_who
6111,anemia_moderate_who
6111,anemia_mod_sev_who
6111,anemia_mild_who
6111,anemia_anemic_who
6464,hemoglobin_alt_adj
6464,anemia_anemic_adj
6464,anemia_mod_sev_adj
6464,anemia_severe_adj
6464,hemoglobin_raw
6464,anemia_severe_raw
6464,anemia_moderate_raw
6464,anemia_mod_sev_raw
6464,anemia_mild_raw
6464,anemia_anemic_raw
264956,hemoglobin_alt_adj
264956,hemoglobin_raw
264956,anemia_severe_raw
264956,anemia_moderate_raw
264956,anemia_mod_sev_raw
264956,anemia_mild_raw
264956,anemia_anemic_raw
264956,brinda_adj_hemog
264956,anemia_mild_brinda
264956,anemia_moderate_brinda
264956,anemia_severe_brinda
264956,anemia_mod_sev_brinda
264956,anemia_anemic_brinda
264956,anemia_severe_who
264956,anemia_moderate_who
264956,anemia_mod_sev_who
264956,anemia_mild_who
264956,anemia_anemic_who
7629,hemoglobin_alt_adj
294314,hemoglobin_alt_adj
7629,anemia_anemic_adj
7629,anemia_mod_sev_adj
7629,anemia_severe_adj
7629,hemoglobin_raw
7629,anemia_severe_raw
7629,anemia_moderate_raw
7629,anemia_mod_sev_raw
7629,anemia_mild_raw
7629,anemia_anemic_raw
375362,hemoglobin_alt_adj
375362,hemog_alt_smoke_adjust
375362,anemia_severe_adj
375362,anemia_moderate_adj
375362,anemia_mod_sev_adj
375362,anemia_mild_adj
375362,anemia_anemic_adj
144048,hemoglobin_alt_adj
144049,hemoglobin_alt_adj
144053,hemoglobin_alt_adj
144047,hemoglobin_alt_adj
144050,hemoglobin_alt_adj
